status_id,page_id,post_id,status_type,status_published,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,status_published_year,status_published_month,status_published_days,status_published_wdays,status_published_hour,status_published_minute
134115277150304_160655974496234,134115277150304,160655974496234,photo,2017-08-03T09:22:00Z,3,3,0,3,0,0,0,0,0,2017,Aug,3,THU,9,22
134115277150304_160850161143482,134115277150304,160850161143482,photo,2017-08-03T23:53:00Z,1,0,0,1,0,0,0,0,0,2017,Aug,3,THU,23,53
134115277150304_160863414475490,134115277150304,160863414475490,photo,2017-08-04T00:10:00Z,23,4,0,23,0,0,0,0,0,2017,Aug,4,FRI,0,10
134115277150304_160878144474017,134115277150304,160878144474017,video,2017-08-04T01:22:00Z,34,104,5,29,3,1,1,0,0,2017,Aug,4,FRI,1,22
134115277150304_160986404463191,134115277150304,160986404463191,photo,2017-08-04T07:57:00Z,2,1,0,2,0,0,0,0,0,2017,Aug,4,FRI,7,57
134115277150304_160986931129805,134115277150304,160986931129805,photo,2017-08-04T07:59:00Z,0,0,0,0,0,0,0,0,0,2017,Aug,4,FRI,7,59
134115277150304_160987481129750,134115277150304,160987481129750,photo,2017-08-04T08:01:00Z,2,0,1,2,0,0,0,0,0,2017,Aug,4,FRI,8,1
134115277150304_160988047796360,134115277150304,160988047796360,photo,2017-08-04T08:03:00Z,0,0,0,0,0,0,0,0,0,2017,Aug,4,FRI,8,3
134115277150304_160990767796088,134115277150304,160990767796088,photo,2017-08-04T08:13:00Z,1,0,0,1,0,0,0,0,0,2017,Aug,4,FRI,8,13
134115277150304_160992784462553,134115277150304,160992784462553,photo,2017-08-04T08:20:00Z,2,0,0,2,0,0,0,0,0,2017,Aug,4,FRI,8,20
134115277150304_160993597795805,134115277150304,160993597795805,photo,2017-08-04T08:22:00Z,3,0,0,3,0,0,0,0,0,2017,Aug,4,FRI,8,22
134115277150304_160994591129039,134115277150304,160994591129039,photo,2017-08-04T08:25:00Z,1,0,0,1,0,0,0,0,0,2017,Aug,4,FRI,8,25
134115277150304_160996287795536,134115277150304,160996287795536,photo,2017-08-04T08:30:00Z,2,0,0,2,0,0,0,0,0,2017,Aug,4,FRI,8,30
134115277150304_161014401127058,134115277150304,161014401127058,photo,2017-08-04T09:32:00Z,0,0,0,0,0,0,0,0,0,2017,Aug,4,FRI,9,32
134115277150304_161212161107282,134115277150304,161212161107282,photo,2017-08-05T03:08:00Z,12,3,0,12,0,0,0,0,0,2017,Aug,5,SAT,3,8
134115277150304_161230834438748,134115277150304,161230834438748,video,2017-08-05T04:43:00Z,61,278,13,53,8,0,0,0,0,2017,Aug,5,SAT,4,43
134115277150304_161519817743183,134115277150304,161519817743183,photo,2017-08-06T01:30:00Z,3,0,0,3,0,0,0,0,0,2017,Aug,6,SUN,1,30
134115277150304_161520657743099,134115277150304,161520657743099,photo,2017-08-06T01:35:00Z,3,1,0,3,0,0,0,0,0,2017,Aug,6,SUN,1,35
134115277150304_161532047741960,134115277150304,161532047741960,video,2017-08-06T02:36:00Z,12,2,0,12,0,0,0,0,0,2017,Aug,6,SUN,2,36
134115277150304_161778514383980,134115277150304,161778514383980,photo,2017-08-06T23:09:00Z,29,7,0,29,0,0,0,0,0,2017,Aug,6,SUN,23,9
134115277150304_161791694382662,134115277150304,161791694382662,video,2017-08-07T00:41:00Z,35,132,2,32,3,0,0,0,0,2017,Aug,7,MON,0,41
134115277150304_161849824376849,134115277150304,161849824376849,photo,2017-08-07T04:29:00Z,20,0,0,20,0,0,0,0,0,2017,Aug,7,MON,4,29
134115277150304_162113067683858,134115277150304,162113067683858,video,2017-08-08T02:28:00Z,33,130,5,25,6,1,1,0,0,2017,Aug,8,TUE,2,28
134115277150304_162229121005586,134115277150304,162229121005586,photo,2017-08-08T10:23:00Z,17,0,0,17,0,0,0,0,0,2017,Aug,8,TUE,10,23
134115277150304_162420974319734,134115277150304,162420974319734,photo,2017-08-09T02:11:00Z,1,0,0,1,0,0,0,0,0,2017,Aug,9,WED,2,11
134115277150304_162421094319722,134115277150304,162421094319722,photo,2017-08-09T02:11:00Z,2,0,0,2,0,0,0,0,0,2017,Aug,9,WED,2,11
134115277150304_162456730982825,134115277150304,162456730982825,photo,2017-08-09T05:53:00Z,10,0,0,10,0,0,0,0,0,2017,Aug,9,WED,5,53
134115277150304_162992224262609,134115277150304,162992224262609,photo,2017-08-11T02:16:00Z,10,2,0,10,0,0,0,0,0,2017,Aug,11,FRI,2,16
134115277150304_162999320928566,134115277150304,162999320928566,video,2017-08-11T02:53:00Z,28,68,7,23,5,0,0,0,0,2017,Aug,11,FRI,2,53
134115277150304_163348067560358,134115277150304,163348067560358,photo,2017-08-12T01:16:00Z,11,1,0,11,0,0,0,0,0,2017,Aug,12,SAT,1,16
134115277150304_163359507559214,134115277150304,163359507559214,video,2017-08-12T02:14:00Z,19,35,1,19,0,0,0,0,0,2017,Aug,12,SAT,2,14
134115277150304_163760747519090,134115277150304,163760747519090,photo,2017-08-13T04:47:00Z,13,4,0,12,1,0,0,0,0,2017,Aug,13,SUN,4,47
134115277150304_164080170820481,134115277150304,164080170820481,photo,2017-08-14T03:27:00Z,19,3,1,19,0,0,0,0,0,2017,Aug,14,MON,3,27
134115277150304_164478480780650,134115277150304,164478480780650,video,2017-08-15T05:03:00Z,51,126,7,45,6,0,0,0,0,2017,Aug,15,TUE,5,3
134115277150304_164843664077465,134115277150304,164843664077465,photo,2017-08-16T07:23:00Z,13,0,0,13,0,0,0,0,0,2017,Aug,16,WED,7,23
134115277150304_164853397409825,134115277150304,164853397409825,video,2017-08-16T07:59:00Z,69,290,34,60,9,0,0,0,0,2017,Aug,16,WED,7,59
134115277150304_164882720740226,134115277150304,164882720740226,video,2017-08-16T09:13:00Z,19,82,4,18,1,0,0,0,0,2017,Aug,16,WED,9,13
134115277150304_165220710706427,134115277150304,165220710706427,video,2017-08-17T08:55:00Z,49,183,74,43,4,0,0,1,1,2017,Aug,17,THU,8,55
134115277150304_165827097312455,134115277150304,165827097312455,photo,2017-08-19T06:15:00Z,43,3,1,40,2,1,0,0,0,2017,Aug,19,SAT,6,15
134115277150304_165855377309627,134115277150304,165855377309627,video,2017-08-19T08:04:00Z,51,81,18,47,3,0,0,0,1,2017,Aug,19,SAT,8,4
134115277150304_165888217306343,134115277150304,165888217306343,video,2017-08-19T09:06:00Z,130,175,30,107,16,2,2,1,2,2017,Aug,19,SAT,9,6
134115277150304_166239660604532,134115277150304,166239660604532,photo,2017-08-20T09:34:00Z,12,0,1,12,0,0,0,0,0,2017,Aug,20,SUN,9,34
134115277150304_166240573937774,134115277150304,166240573937774,photo,2017-08-20T09:37:00Z,9,1,2,9,0,0,0,0,0,2017,Aug,20,SUN,9,37
134115277150304_166389853922846,134115277150304,166389853922846,photo,2017-08-20T22:09:00Z,21,0,0,21,0,0,0,0,0,2017,Aug,20,SUN,22,9
134115277150304_166396900588808,134115277150304,166396900588808,video,2017-08-20T22:55:00Z,61,257,19,51,9,0,1,0,0,2017,Aug,20,SUN,22,55
134115277150304_166805967214568,134115277150304,166805967214568,video,2017-08-22T05:36:00Z,68,240,20,53,14,0,1,0,0,2017,Aug,22,TUE,5,36
134115277150304_167029307192234,134115277150304,167029307192234,video,2017-08-22T22:08:00Z,100,382,41,82,16,1,1,0,0,2017,Aug,22,TUE,22,8
134115277150304_167203237174841,134115277150304,167203237174841,photo,2017-08-23T10:38:00Z,5,0,0,5,0,0,0,0,0,2017,Aug,23,WED,10,38
134115277150304_167203927174772,134115277150304,167203927174772,photo,2017-08-23T10:42:00Z,16,1,0,15,0,1,0,0,0,2017,Aug,23,WED,10,42
134115277150304_167209127174252,134115277150304,167209127174252,photo,2017-08-23T10:56:00Z,4,0,0,3,0,1,0,0,0,2017,Aug,23,WED,10,56
134115277150304_167209497174215,134115277150304,167209497174215,photo,2017-08-23T10:56:00Z,11,2,0,10,0,1,0,0,0,2017,Aug,23,WED,10,56
134115277150304_167323863829445,134115277150304,167323863829445,video,2017-08-23T22:19:00Z,139,627,53,123,14,1,1,0,0,2017,Aug,23,WED,22,19
134115277150304_167384060490092,134115277150304,167384060490092,photo,2017-08-24T01:31:00Z,37,0,0,34,1,1,0,1,0,2017,Aug,24,THU,1,31
134115277150304_167648917130273,134115277150304,167648917130273,video,2017-08-24T23:24:00Z,150,559,38,133,16,1,0,0,0,2017,Aug,24,THU,23,24
134115277150304_167958990432599,134115277150304,167958990432599,video,2017-08-25T23:04:00Z,142,683,49,118,21,0,1,1,1,2017,Aug,25,FRI,23,4
134115277150304_168098160418682,134115277150304,168098160418682,photo,2017-08-26T09:41:00Z,64,7,0,61,2,1,0,0,0,2017,Aug,26,SAT,9,41
134115277150304_168241570404341,134115277150304,168241570404341,photo,2017-08-26T21:09:00Z,100,4,0,94,3,3,0,0,0,2017,Aug,26,SAT,21,9
134115277150304_168255207069644,134115277150304,168255207069644,status,2017-08-26T22:28:00Z,13,0,0,12,1,0,0,0,0,2017,Aug,26,SAT,22,28
134115277150304_168411560387342,134115277150304,168411560387342,photo,2017-08-27T09:16:00Z,40,0,1,39,1,0,0,0,0,2017,Aug,27,SUN,9,16
134115277150304_168562187038946,134115277150304,168562187038946,video,2017-08-27T22:06:00Z,100,280,58,83,17,0,0,0,0,2017,Aug,27,SUN,22,6
134115277150304_168932293668602,134115277150304,168932293668602,photo,2017-08-29T06:00:00Z,113,7,0,112,0,1,0,0,0,2017,Aug,29,TUE,6,0
134115277150304_168937713668060,134115277150304,168937713668060,photo,2017-08-29T06:30:00Z,22,1,0,22,0,0,0,0,0,2017,Aug,29,TUE,6,30
134115277150304_169156933646138,134115277150304,169156933646138,video,2017-08-29T22:40:00Z,131,566,43,107,18,1,4,1,0,2017,Aug,29,TUE,22,40
134115277150304_169579696937195,134115277150304,169579696937195,photo,2017-08-31T04:22:00Z,7,0,0,7,0,0,0,0,0,2017,Aug,31,THU,4,22
134115277150304_169626233599208,134115277150304,169626233599208,photo,2017-08-31T07:40:00Z,26,0,0,26,0,0,0,0,0,2017,Aug,31,THU,7,40
134115277150304_169832823578549,134115277150304,169832823578549,video,2017-08-31T22:46:00Z,87,217,28,73,14,0,0,0,0,2017,Aug,31,THU,22,46
134115277150304_171051953456636,134115277150304,171051953456636,photo,2017-09-04T02:31:00Z,69,0,1,67,1,1,0,0,0,2017,Sep,4,MON,2,31
134115277150304_171052740123224,134115277150304,171052740123224,photo,2017-09-04T02:36:00Z,30,0,0,30,0,0,0,0,0,2017,Sep,4,MON,2,36
134115277150304_171160686779096,134115277150304,171160686779096,video,2017-09-04T10:26:00Z,20,0,0,18,0,2,0,0,0,2017,Sep,4,MON,10,26
134115277150304_171186903443141,134115277150304,171186903443141,photo,2017-09-04T12:13:00Z,144,8,0,135,4,5,0,0,0,2017,Sep,4,MON,12,13
134115277150304_171442143417617,134115277150304,171442143417617,photo,2017-09-05T08:40:00Z,108,10,1,106,1,0,0,1,0,2017,Sep,5,TUE,8,40
134115277150304_171972286697936,134115277150304,171972286697936,photo,2017-09-07T02:24:00Z,92,5,0,89,0,3,0,0,0,2017,Sep,7,THU,2,24
134115277150304_172097540018744,134115277150304,172097540018744,photo,2017-09-07T10:47:00Z,25,9,0,24,0,0,0,1,0,2017,Sep,7,THU,10,47
134115277150304_172266336668531,134115277150304,172266336668531,photo,2017-09-08T01:37:00Z,164,3,3,159,2,2,1,0,0,2017,Sep,8,FRI,1,37
134115277150304_172520843309747,134115277150304,172520843309747,video,2017-09-08T23:43:00Z,509,1776,138,381,123,4,1,0,0,2017,Sep,8,FRI,23,43
134115277150304_172847343277097,134115277150304,172847343277097,video,2017-09-09T22:43:00Z,284,562,93,249,32,1,2,0,0,2017,Sep,9,SAT,22,43
134115277150304_173478553213976,134115277150304,173478553213976,video,2017-09-11T22:52:00Z,378,931,95,320,53,1,2,1,1,2017,Sep,11,MON,22,52
134115277150304_173784469850051,134115277150304,173784469850051,photo,2017-09-12T19:39:00Z,99,5,0,92,1,5,1,0,0,2017,Sep,12,TUE,19,39
134115277150304_174026996492465,134115277150304,174026996492465,photo,2017-09-13T11:20:00Z,144,11,0,137,2,4,1,0,0,2017,Sep,13,WED,11,20
134115277150304_174542203107611,134115277150304,174542203107611,photo,2017-09-14T21:59:00Z,75,6,3,75,0,0,0,0,0,2017,Sep,14,THU,21,59
134115277150304_174551556440009,134115277150304,174551556440009,status,2017-09-14T23:04:00Z,95,30,0,91,2,2,0,0,0,2017,Sep,14,THU,23,4
134115277150304_174567903105041,134115277150304,174567903105041,video,2017-09-15T01:21:00Z,126,969,79,75,49,0,2,0,0,2017,Sep,15,FRI,1,21
134115277150304_174906076404557,134115277150304,174906076404557,photo,2017-09-15T23:48:00Z,64,1,0,62,2,0,0,0,0,2017,Sep,15,FRI,23,48
134115277150304_174937806401384,134115277150304,174937806401384,video,2017-09-16T03:34:00Z,249,784,119,197,51,1,0,0,0,2017,Sep,16,SAT,3,34
134115277150304_175031876391977,134115277150304,175031876391977,photo,2017-09-16T07:55:00Z,32,3,0,32,0,0,0,0,0,2017,Sep,16,SAT,7,55
134115277150304_175032446391920,134115277150304,175032446391920,photo,2017-09-16T07:57:00Z,25,2,0,25,0,0,0,0,0,2017,Sep,16,SAT,7,57
134115277150304_175033036391861,134115277150304,175033036391861,photo,2017-09-16T08:00:00Z,92,9,0,92,0,0,0,0,0,2017,Sep,16,SAT,8,0
134115277150304_175228489705649,134115277150304,175228489705649,video,2017-09-16T22:57:00Z,358,1037,100,296,55,3,2,1,1,2017,Sep,16,SAT,22,57
134115277150304_175388689689629,134115277150304,175388689689629,photo,2017-09-17T07:55:00Z,41,0,0,40,1,0,0,0,0,2017,Sep,17,SUN,7,55
134115277150304_175573156337849,134115277150304,175573156337849,status,2017-09-18T00:39:00Z,39,3,0,38,1,0,0,0,0,2017,Sep,18,MON,0,39
134115277150304_175604109668087,134115277150304,175604109668087,photo,2017-09-18T03:45:00Z,85,0,0,83,2,0,0,0,0,2017,Sep,18,MON,3,45
134115277150304_175632056331959,134115277150304,175632056331959,video,2017-09-18T05:51:00Z,279,570,88,235,41,1,2,0,0,2017,Sep,18,MON,5,51
134115277150304_175929646302200,134115277150304,175929646302200,photo,2017-09-19T03:13:00Z,54,1,0,53,1,0,0,0,0,2017,Sep,19,TUE,3,13
134115277150304_176589606236204,134115277150304,176589606236204,photo,2017-09-21T02:24:00Z,391,4,0,387,4,0,0,0,0,2017,Sep,21,THU,2,24
134115277150304_176901582871673,134115277150304,176901582871673,video,2017-09-22T00:35:00Z,206,464,64,172,33,0,1,0,0,2017,Sep,22,FRI,0,35
134115277150304_177032199525278,134115277150304,177032199525278,photo,2017-09-22T08:40:00Z,10,1,0,10,0,0,0,0,0,2017,Sep,22,FRI,8,40
134115277150304_177035059524992,134115277150304,177035059524992,photo,2017-09-22T08:45:00Z,31,2,0,31,0,0,0,0,0,2017,Sep,22,FRI,8,45
134115277150304_177037839524714,134115277150304,177037839524714,photo,2017-09-22T08:50:00Z,86,9,1,80,2,4,0,0,0,2017,Sep,22,FRI,8,50
134115277150304_177038422857989,134115277150304,177038422857989,photo,2017-09-22T08:52:00Z,30,3,0,29,1,0,0,0,0,2017,Sep,22,FRI,8,52
134115277150304_177039786191186,134115277150304,177039786191186,photo,2017-09-22T08:56:00Z,16,2,0,16,0,0,0,0,0,2017,Sep,22,FRI,8,56
134115277150304_177558946139270,134115277150304,177558946139270,video,2017-09-24T00:25:00Z,278,860,56,230,44,3,0,1,0,2017,Sep,24,SUN,0,25
134115277150304_177898982771933,134115277150304,177898982771933,video,2017-09-24T23:50:00Z,247,606,26,191,54,0,1,0,1,2017,Sep,24,SUN,23,50
134115277150304_178171276078037,134115277150304,178171276078037,photo,2017-09-25T22:20:00Z,55,2,0,53,2,0,0,0,0,2017,Sep,25,MON,22,20
134115277150304_178175376077627,134115277150304,178175376077627,photo,2017-09-25T22:43:00Z,69,9,0,68,1,0,0,0,0,2017,Sep,25,MON,22,43
134115277150304_178175786077586,134115277150304,178175786077586,photo,2017-09-25T22:46:00Z,14,0,1,13,1,0,0,0,0,2017,Sep,25,MON,22,46
134115277150304_178177082744123,134115277150304,178177082744123,photo,2017-09-25T22:52:00Z,8,1,0,8,0,0,0,0,0,2017,Sep,25,MON,22,52
134115277150304_178177349410763,134115277150304,178177349410763,photo,2017-09-25T22:54:00Z,11,0,0,11,0,0,0,0,0,2017,Sep,25,MON,22,54
134115277150304_178178006077364,134115277150304,178178006077364,photo,2017-09-25T22:59:00Z,14,4,0,14,0,0,0,0,0,2017,Sep,25,MON,22,59
134115277150304_178178236077341,134115277150304,178178236077341,photo,2017-09-25T23:01:00Z,19,3,0,18,1,0,0,0,0,2017,Sep,25,MON,23,1
134115277150304_178180539410444,134115277150304,178180539410444,photo,2017-09-25T23:07:00Z,36,1,1,35,1,0,0,0,0,2017,Sep,25,MON,23,7
134115277150304_178466572715174,134115277150304,178466572715174,photo,2017-09-27T00:22:00Z,407,58,0,392,15,0,0,0,0,2017,Sep,27,WED,0,22
134115277150304_179032262658605,134115277150304,179032262658605,video,2017-09-28T22:44:00Z,214,778,56,181,29,1,2,0,1,2017,Sep,28,THU,22,44
134115277150304_179153342646497,134115277150304,179153342646497,photo,2017-09-29T07:00:00Z,12,0,0,12,0,0,0,0,0,2017,Sep,29,FRI,7,0
134115277150304_179153779313120,134115277150304,179153779313120,photo,2017-09-29T07:02:00Z,20,3,0,20,0,0,0,0,0,2017,Sep,29,FRI,7,2
134115277150304_179155052646326,134115277150304,179155052646326,photo,2017-09-29T07:07:00Z,8,3,1,8,0,0,0,0,0,2017,Sep,29,FRI,7,7
134115277150304_179157112646120,134115277150304,179157112646120,photo,2017-09-29T07:15:00Z,20,0,0,20,0,0,0,0,0,2017,Sep,29,FRI,7,15
134115277150304_179158825979282,134115277150304,179158825979282,photo,2017-09-29T07:20:00Z,33,3,0,33,0,0,0,0,0,2017,Sep,29,FRI,7,20
134115277150304_179342345960930,134115277150304,179342345960930,photo,2017-09-29T22:04:00Z,69,5,0,69,0,0,0,0,0,2017,Sep,29,FRI,22,4
134115277150304_179344672627364,134115277150304,179344672627364,photo,2017-09-29T22:11:00Z,37,3,0,37,0,0,0,0,0,2017,Sep,29,FRI,22,11
134115277150304_179346235960541,134115277150304,179346235960541,photo,2017-09-29T22:17:00Z,12,1,0,12,0,0,0,0,0,2017,Sep,29,FRI,22,17
134115277150304_179346932627138,134115277150304,179346932627138,photo,2017-09-29T22:22:00Z,59,12,1,57,1,1,0,0,0,2017,Sep,29,FRI,22,22
134115277150304_179351062626725,134115277150304,179351062626725,video,2017-09-29T23:16:00Z,229,803,36,195,31,0,3,0,0,2017,Sep,29,FRI,23,16
134115277150304_179683862593445,134115277150304,179683862593445,video,2017-09-30T23:25:00Z,253,841,41,211,39,2,1,0,0,2017,Sep,30,SAT,23,25
134115277150304_180004792561352,134115277150304,180004792561352,video,2017-10-01T23:25:00Z,211,677,23,172,38,0,1,0,0,2017,Oct,1,SUN,23,25
134115277150304_180059952555836,134115277150304,180059952555836,photo,2017-10-02T02:06:00Z,4,1,0,4,0,0,0,0,0,2017,Oct,2,MON,2,6
134115277150304_180190765876088,134115277150304,180190765876088,photo,2017-10-02T11:45:00Z,130,12,0,128,2,0,0,0,0,2017,Oct,2,MON,11,45
134115277150304_180302052531626,134115277150304,180302052531626,photo,2017-10-03T00:23:00Z,38,0,7,38,0,0,0,0,0,2017,Oct,3,TUE,0,23
134115277150304_180308202531011,134115277150304,180308202531011,photo,2017-10-03T01:07:00Z,7,0,0,7,0,0,0,0,0,2017,Oct,3,TUE,1,7
134115277150304_180315912530240,134115277150304,180315912530240,video,2017-10-03T02:32:00Z,194,645,28,158,35,1,0,0,0,2017,Oct,3,TUE,2,32
134115277150304_180564385838726,134115277150304,180564385838726,photo,2017-10-03T22:53:00Z,54,2,1,52,0,2,0,0,0,2017,Oct,3,TUE,22,53
134115277150304_180564715838693,134115277150304,180564715838693,photo,2017-10-03T22:55:00Z,70,2,0,69,0,1,0,0,0,2017,Oct,3,TUE,22,55
134115277150304_180568812504950,134115277150304,180568812504950,video,2017-10-03T23:28:00Z,240,769,37,209,28,2,1,0,0,2017,Oct,3,TUE,23,28
134115277150304_180629852498846,134115277150304,180629852498846,photo,2017-10-04T03:19:00Z,5,0,0,5,0,0,0,0,0,2017,Oct,4,WED,3,19
134115277150304_180701562491675,134115277150304,180701562491675,photo,2017-10-04T07:47:00Z,74,1,0,71,3,0,0,0,0,2017,Oct,4,WED,7,47
134115277150304_180867292475102,134115277150304,180867292475102,video,2017-10-05T00:18:00Z,187,315,39,168,19,0,0,0,0,2017,Oct,5,THU,0,18
134115277150304_181004365794728,134115277150304,181004365794728,photo,2017-10-05T09:02:00Z,15,10,0,14,1,0,0,0,0,2017,Oct,5,THU,9,2
134115277150304_181156499112848,134115277150304,181156499112848,video,2017-10-05T23:42:00Z,228,507,42,184,40,1,2,0,1,2017,Oct,5,THU,23,42
134115277150304_181200092441822,134115277150304,181200092441822,photo,2017-10-06T01:04:00Z,11,0,0,11,0,0,0,0,0,2017,Oct,6,FRI,1,4
134115277150304_181504085744756,134115277150304,181504085744756,photo,2017-10-06T23:06:00Z,557,27,2,517,36,3,1,0,0,2017,Oct,6,FRI,23,6
134115277150304_181523192409512,134115277150304,181523192409512,video,2017-10-07T00:56:00Z,328,662,62,222,104,0,1,1,0,2017,Oct,7,SAT,0,56
134115277150304_181615945733570,134115277150304,181615945733570,photo,2017-10-07T05:57:00Z,9,0,0,9,0,0,0,0,0,2017,Oct,7,SAT,5,57
134115277150304_181804739048024,134115277150304,181804739048024,photo,2017-10-07T20:24:00Z,95,3,0,93,1,1,0,0,0,2017,Oct,7,SAT,20,24
134115277150304_181886762373155,134115277150304,181886762373155,photo,2017-10-08T00:24:00Z,7,0,0,7,0,0,0,0,0,2017,Oct,8,SUN,0,24
134115277150304_182201485675016,134115277150304,182201485675016,photo,2017-10-08T22:54:00Z,3,0,0,3,0,0,0,0,0,2017,Oct,8,SUN,22,54
134115277150304_182202859008212,134115277150304,182202859008212,photo,2017-10-08T23:02:00Z,57,3,1,57,0,0,0,0,0,2017,Oct,8,SUN,23,2
134115277150304_182203119008186,134115277150304,182203119008186,photo,2017-10-08T23:03:00Z,91,5,1,91,0,0,0,0,0,2017,Oct,8,SUN,23,3
134115277150304_182227519005746,134115277150304,182227519005746,video,2017-10-09T01:01:00Z,285,866,53,221,62,0,2,0,0,2017,Oct,9,MON,1,1
134115277150304_182557078972790,134115277150304,182557078972790,photo,2017-10-09T23:46:00Z,7,1,1,7,0,0,0,0,0,2017,Oct,9,MON,23,46
134115277150304_182557995639365,134115277150304,182557995639365,photo,2017-10-09T23:51:00Z,31,2,1,31,0,0,0,0,0,2017,Oct,9,MON,23,51
134115277150304_182854015609763,134115277150304,182854015609763,photo,2017-10-11T00:37:00Z,11,0,0,11,0,0,0,0,0,2017,Oct,11,WED,0,37
134115277150304_182854215609743,134115277150304,182854215609743,video,2017-10-11T00:39:00Z,257,799,64,214,41,0,2,0,0,2017,Oct,11,WED,0,39
134115277150304_183126922249139,134115277150304,183126922249139,video,2017-10-11T23:16:00Z,300,633,55,263,37,0,0,0,0,2017,Oct,11,WED,23,16
134115277150304_183450048883493,134115277150304,183450048883493,photo,2017-10-13T02:19:00Z,3,0,0,3,0,0,0,0,0,2017,Oct,13,FRI,2,19
134115277150304_183450415550123,134115277150304,183450415550123,photo,2017-10-13T02:20:00Z,10,0,0,10,0,0,0,0,0,2017,Oct,13,FRI,2,20
134115277150304_183476205547544,134115277150304,183476205547544,video,2017-10-13T04:48:00Z,397,1250,85,289,98,3,5,1,1,2017,Oct,13,FRI,4,48
134115277150304_183764922185339,134115277150304,183764922185339,photo,2017-10-14T01:07:00Z,5,0,0,5,0,0,0,0,0,2017,Oct,14,SAT,1,7
134115277150304_183765782185253,134115277150304,183765782185253,status,2017-10-14T01:13:00Z,193,182,12,183,10,0,0,0,0,2017,Oct,14,SAT,1,13
134115277150304_183848308843667,134115277150304,183848308843667,video,2017-10-14T07:19:00Z,333,982,93,240,88,1,3,1,0,2017,Oct,14,SAT,7,19
134115277150304_184381382123693,134115277150304,184381382123693,photo,2017-10-15T23:41:00Z,13,0,0,13,0,0,0,0,0,2017,Oct,15,SUN,23,41
134115277150304_184382582123573,134115277150304,184382582123573,video,2017-10-15T23:49:00Z,750,5839,477,580,145,8,3,10,4,2017,Oct,15,SUN,23,49
134115277150304_184693885425776,134115277150304,184693885425776,video,2017-10-16T22:08:00Z,378,1053,142,267,102,6,2,1,0,2017,Oct,16,MON,22,8
134115277150304_184761542085677,134115277150304,184761542085677,photo,2017-10-17T01:59:00Z,14,0,0,11,0,0,0,3,0,2017,Oct,17,TUE,1,59
134115277150304_184966578731840,134115277150304,184966578731840,photo,2017-10-17T19:02:00Z,154,14,0,150,3,1,0,0,0,2017,Oct,17,TUE,19,2
134115277150304_185027432059088,134115277150304,185027432059088,photo,2017-10-17T23:51:00Z,222,16,3,204,11,7,0,0,0,2017,Oct,17,TUE,23,51
134115277150304_185045132057318,134115277150304,185045132057318,photo,2017-10-18T01:50:00Z,14,0,0,14,0,0,0,0,0,2017,Oct,18,WED,1,50
134115277150304_185094625385702,134115277150304,185094625385702,video,2017-10-18T06:21:00Z,384,1789,210,280,92,2,6,1,3,2017,Oct,18,WED,6,21
134115277150304_185150045380160,134115277150304,185150045380160,video,2017-10-18T07:51:00Z,26,0,0,26,0,0,0,0,0,2017,Oct,18,WED,7,51
134115277150304_185336288694869,134115277150304,185336288694869,video,2017-10-19T00:36:00Z,307,593,72,259,43,4,1,0,0,2017,Oct,19,THU,0,36
134115277150304_185417892020042,134115277150304,185417892020042,photo,2017-10-19T05:53:00Z,7,2,0,7,0,0,0,0,0,2017,Oct,19,THU,5,53
134115277150304_185632971998534,134115277150304,185632971998534,video,2017-10-20T00:13:00Z,303,764,70,234,62,1,3,2,1,2017,Oct,20,FRI,0,13
134115277150304_185717621990069,134115277150304,185717621990069,photo,2017-10-20T05:02:00Z,6,0,1,6,0,0,0,0,0,2017,Oct,20,FRI,5,2
134115277150304_185956191966212,134115277150304,185956191966212,video,2017-10-20T22:35:00Z,450,1346,192,312,124,5,6,1,2,2017,Oct,20,FRI,22,35
134115277150304_186009088627589,134115277150304,186009088627589,photo,2017-10-21T02:28:00Z,8,0,0,8,0,0,0,0,0,2017,Oct,21,SAT,2,28
134115277150304_186298381931993,134115277150304,186298381931993,photo,2017-10-22T02:19:00Z,6,0,0,6,0,0,0,0,0,2017,Oct,22,SUN,2,19
134115277150304_186376861924145,134115277150304,186376861924145,photo,2017-10-22T07:46:00Z,219,8,0,215,3,1,0,0,0,2017,Oct,22,SUN,7,46
134115277150304_186379101923921,134115277150304,186379101923921,photo,2017-10-22T07:54:00Z,232,4,3,224,7,1,0,0,0,2017,Oct,22,SUN,7,54
134115277150304_186564995238665,134115277150304,186564995238665,video,2017-10-22T23:09:00Z,294,994,106,235,55,1,3,0,0,2017,Oct,22,SUN,23,9
134115277150304_186631431898688,134115277150304,186631431898688,video,2017-10-23T02:19:00Z,249,481,24,225,19,2,3,0,0,2017,Oct,23,MON,2,19
134115277150304_186648501896981,134115277150304,186648501896981,photo,2017-10-23T02:56:00Z,73,3,0,72,1,0,0,0,0,2017,Oct,23,MON,2,56
134115277150304_186663658562132,134115277150304,186663658562132,photo,2017-10-23T04:35:00Z,3,0,0,3,0,0,0,0,0,2017,Oct,23,MON,4,35
134115277150304_186942345200930,134115277150304,186942345200930,photo,2017-10-24T03:05:00Z,8,0,0,8,0,0,0,0,0,2017,Oct,24,TUE,3,5
134115277150304_187269948501503,134115277150304,187269948501503,photo,2017-10-25T05:52:00Z,568,11,0,554,14,0,0,0,0,2017,Oct,25,WED,5,52
